5.671026000000000204e+04 3.510000000000000142e+01 9.200000000000000400e-01
5.671112000000000262e+04 3.100000000000000000e+01 8.800000000000000044e-01
5.671218000000000029e+04 3.270000000000000284e+01 9.000000000000000222e-01
5.671318000000000029e+04 3.239999999999999858e+01 8.900000000000000133e-01
5.671423999999999796e+04 3.150000000000000000e+01 8.800000000000000044e-01
5.671504000000000087e+04 2.830000000000000071e+01 8.399999999999999689e-01
5.671590000000000146e+04 2.750000000000000000e+01 8.299999999999999600e-01
5.671683999999999651e+04 2.519999999999999929e+01 8.100000000000000533e-01
5.671883000000000175e+04 2.319999999999999929e+01 7.700000000000000178e-01
5.672015000000000146e+04 2.150000000000000000e+01 7.600000000000000089e-01
5.672101999999999680e+04 1.939999999999999858e+01 7.299999999999999822e-01
5.672208999999999651e+04 1.869999999999999929e+01 7.199999999999999734e-01
5.672313999999999942e+04 1.780000000000000071e+01 7.199999999999999734e-01
5.672605999999999767e+04 2.050000000000000000e+01 7.399999999999999911e-01
5.672705999999999767e+04 1.819999999999999929e+01 7.099999999999999645e-01
5.672779000000000087e+04 1.939999999999999858e+01 7.299999999999999822e-01
5.672891999999999825e+04 1.980000000000000071e+01 7.399999999999999911e-01
5.672977999999999884e+04 2.119999999999999929e+01 7.500000000000000000e-01
5.673084999999999854e+04 2.110000000000000142e+01 7.500000000000000000e-01
5.673197000000000116e+04 2.069999999999999929e+01 7.500000000000000000e-01
5.673291000000000349e+04 2.019999999999999929e+01 7.399999999999999911e-01
5.673384999999999854e+04 2.210000000000000142e+01 7.600000000000000089e-01
5.673483999999999651e+04 2.539999999999999858e+01 8.100000000000000533e-01
5.673584999999999854e+04 3.200000000000000000e+01 8.900000000000000133e-01
5.673644000000000233e+04 3.689999999999999858e+01 9.399999999999999467e-01
5.673769000000000233e+04 3.850000000000000000e+01 9.599999999999999645e-01
5.673850000000000000e+04 4.020000000000000284e+01 9.799999999999999822e-01
5.673968000000000029e+04 4.629999999999999716e+01 1.050000000000000044e+00
5.674036000000000058e+04 5.000000000000000000e+01 1.110000000000000098e+00
5.674134999999999854e+04 4.639999999999999858e+01 1.060000000000000053e+00
5.674440000000000146e+04 5.900000000000000000e+01 1.199999999999999956e+00
5.674525000000000000e+04 5.770000000000000284e+01 1.189999999999999947e+00
5.674625000000000000e+04 5.710000000000000142e+01 1.179999999999999938e+00
5.674718000000000029e+04 5.979999999999999716e+01 1.209999999999999964e+00
5.674823999999999796e+04 6.010000000000000142e+01 1.209999999999999964e+00
5.674916999999999825e+04 5.589999999999999858e+01 1.159999999999999920e+00
5.675030000000000291e+04 5.339999999999999858e+01 1.129999999999999893e+00
5.675116000000000349e+04 5.050000000000000000e+01 1.100000000000000089e+00
5.675201999999999680e+04 4.979999999999999716e+01 1.100000000000000089e+00
5.675301999999999680e+04 3.929999999999999716e+01 9.699999999999999734e-01
5.675397000000000116e+04 3.279999999999999716e+01 8.900000000000000133e-01
5.675520999999999913e+04 3.200000000000000000e+01 8.900000000000000133e-01
5.675613999999999942e+04 3.339999999999999858e+01 9.000000000000000222e-01
5.675713999999999942e+04 3.479999999999999716e+01 9.200000000000000400e-01
5.675926000000000204e+04 3.300000000000000000e+01 9.000000000000000222e-01
5.676012000000000262e+04 3.400000000000000000e+01 9.100000000000000311e-01
5.676105000000000291e+04 3.760000000000000142e+01 9.599999999999999645e-01
5.676212000000000262e+04 3.839999999999999858e+01 9.599999999999999645e-01
5.676305000000000291e+04 3.939999999999999858e+01 9.699999999999999734e-01
5.676423999999999796e+04 4.000000000000000000e+01 9.899999999999999911e-01
5.676516999999999825e+04 3.700000000000000000e+01 9.499999999999999556e-01
5.676597000000000116e+04 3.889999999999999858e+01 9.699999999999999734e-01
5.676702999999999884e+04 4.120000000000000284e+01 9.899999999999999911e-01
5.676808999999999651e+04 4.310000000000000142e+01 1.020000000000000018e+00
5.676915000000000146e+04 4.920000000000000284e+01 1.090000000000000080e+00
5.677008000000000175e+04 5.120000000000000284e+01 1.120000000000000107e+00
5.677108000000000175e+04 5.289999999999999858e+01 1.129999999999999893e+00
5.677201000000000204e+04 5.670000000000000284e+01 1.169999999999999929e+00
5.677306999999999971e+04 5.570000000000000284e+01 1.159999999999999920e+00
5.677400000000000000e+04 5.489999999999999858e+01 1.149999999999999911e+00
5.677459999999999854e+04 5.570000000000000284e+01 1.159999999999999920e+00
5.677558999999999651e+04 5.289999999999999858e+01 1.139999999999999902e+00
5.677672000000000116e+04 4.810000000000000142e+01 1.080000000000000071e+00
5.677744999999999709e+04 5.079999999999999716e+01 1.100000000000000089e+00
5.677845999999999913e+04 4.729999999999999716e+01 1.070000000000000062e+00
5.677944000000000233e+04 4.720000000000000284e+01 1.070000000000000062e+00
5.678045999999999913e+04 4.679999999999999716e+01 1.060000000000000053e+00
5.678136000000000058e+04 4.539999999999999858e+01 1.050000000000000044e+00
5.678237000000000262e+04 4.239999999999999858e+01 1.010000000000000009e+00
5.678336000000000058e+04 4.910000000000000142e+01 1.080000000000000071e+00
5.678476000000000204e+04 5.570000000000000284e+01 1.159999999999999920e+00
5.678575000000000000e+04 6.000000000000000000e+01 1.209999999999999964e+00
5.678669000000000233e+04 5.500000000000000000e+01 1.149999999999999911e+00
5.678729000000000087e+04 5.329999999999999716e+01 1.139999999999999902e+00
5.678827999999999884e+04 5.220000000000000284e+01 1.120000000000000107e+00
5.678927999999999884e+04 4.650000000000000000e+01 1.050000000000000044e+00
5.679026999999999680e+04 4.270000000000000284e+01 1.010000000000000009e+00
5.679126999999999680e+04 4.220000000000000284e+01 1.010000000000000009e+00
5.679226999999999680e+04 4.950000000000000000e+01 1.090000000000000080e+00
5.679319999999999709e+04 5.050000000000000000e+01 1.110000000000000098e+00
5.679419000000000233e+04 4.789999999999999858e+01 1.070000000000000062e+00
5.679525000000000000e+04 4.489999999999999858e+01 1.030000000000000027e+00
5.679611000000000058e+04 4.510000000000000142e+01 1.040000000000000036e+00
5.679708000000000175e+04 5.210000000000000142e+01 1.120000000000000107e+00
5.679811000000000058e+04 5.039999999999999858e+01 1.100000000000000089e+00
5.679916000000000349e+04 4.900000000000000000e+01 1.090000000000000080e+00
5.680001999999999680e+04 5.029999999999999716e+01 1.100000000000000089e+00
5.680102999999999884e+04 4.960000000000000142e+01 1.090000000000000080e+00
5.680201999999999680e+04 4.910000000000000142e+01 1.090000000000000080e+00
5.680301000000000204e+04 4.860000000000000142e+01 1.080000000000000071e+00
5.680500000000000000e+04 4.520000000000000284e+01 1.050000000000000044e+00
5.680598999999999796e+04 4.539999999999999858e+01 1.040000000000000036e+00
5.680712000000000262e+04 4.429999999999999716e+01 1.030000000000000027e+00
5.680805000000000291e+04 4.610000000000000142e+01 1.050000000000000044e+00
5.680911000000000058e+04 4.779999999999999716e+01 1.070000000000000062e+00
5.680991000000000349e+04 4.660000000000000142e+01 1.060000000000000053e+00
5.681083999999999651e+04 4.529999999999999716e+01 1.050000000000000044e+00
5.681202999999999884e+04 4.950000000000000000e+01 1.090000000000000080e+00
5.681295999999999913e+04 5.139999999999999858e+01 1.110000000000000098e+00
5.681408999999999651e+04 5.210000000000000142e+01 1.120000000000000107e+00
5.681488999999999942e+04 5.570000000000000284e+01 1.159999999999999920e+00
5.681608000000000175e+04 5.720000000000000284e+01 1.179999999999999938e+00
5.681694000000000233e+04 6.200000000000000000e+01 1.239999999999999991e+00
5.681793000000000029e+04 6.859999999999999432e+01 1.310000000000000053e+00
5.681893000000000029e+04 7.250000000000000000e+01 1.340000000000000080e+00
5.681973999999999796e+04 7.140000000000000568e+01 1.340000000000000080e+00
5.682098999999999796e+04 6.750000000000000000e+01 1.290000000000000036e+00
5.682186000000000058e+04 6.440000000000000568e+01 1.260000000000000009e+00
5.682279000000000087e+04 6.060000000000000142e+01 1.219999999999999973e+00
5.682384999999999854e+04 5.979999999999999716e+01 1.199999999999999956e+00
5.682463999999999942e+04 5.810000000000000142e+01 1.179999999999999938e+00
5.682565000000000146e+04 5.389999999999999858e+01 1.139999999999999902e+00
5.682690000000000146e+04 4.400000000000000000e+01 1.030000000000000027e+00
5.682776999999999680e+04 4.379999999999999716e+01 1.030000000000000027e+00
